date,location,vaccine,total_vaccinations
2021-05-17,Germany,Oxford/AstraZeneca,7799372
2021-05-18,Germany,Oxford/AstraZeneca,7972892
2021-05-19,Germany,Oxford/AstraZeneca,8154242
2021-05-20,Germany,Oxford/AstraZeneca,8310857
2021-05-21,Germany,Oxford/AstraZeneca,8468246
2021-05-22,Germany,Oxford/AstraZeneca,8552142
2021-05-23,Germany,Oxford/AstraZeneca,8576047
2021-05-24,Germany,Oxford/AstraZeneca,8596714
2021-05-25,Germany,Oxford/AstraZeneca,8700771
2021-05-26,Germany,Oxford/AstraZeneca,8834880
2021-05-27,Germany,Oxford/AstraZeneca,8966508
2021-05-28,Germany,Oxford/AstraZeneca,9097018
2021-05-29,Germany,Oxford/AstraZeneca,9154978
2021-05-30,Germany,Oxford/AstraZeneca,9183329
2021-05-31,Germany,Oxford/AstraZeneca,9252933
2021-06-01,Germany,Oxford/AstraZeneca,9343437
2021-06-02,Germany,Oxford/AstraZeneca,9425657
2021-06-03,Germany,Oxford/AstraZeneca,9475876
2021-06-04,Germany,Oxford/AstraZeneca,9552740
2021-06-05,Germany,Oxford/AstraZeneca,9596911
2021-06-06,Germany,Oxford/AstraZeneca,9624150
2021-06-07,Germany,Oxford/AstraZeneca,9696653
2021-06-08,Germany,Oxford/AstraZeneca,9759596
2021-06-09,Germany,Oxford/AstraZeneca,9823594
2021-06-10,Germany,Oxford/AstraZeneca,9879366
2021-06-11,Germany,Oxford/AstraZeneca,9948367
2021-06-12,Germany,Oxford/AstraZeneca,9991723
2021-06-13,Germany,Oxford/AstraZeneca,10017521
2021-06-14,Germany,Oxford/AstraZeneca,10084915
2021-06-15,Germany,Oxford/AstraZeneca,10169479
2021-06-16,Germany,Oxford/AstraZeneca,10266055
2021-06-17,Germany,Oxford/AstraZeneca,10358244
2021-06-18,Germany,Oxford/AstraZeneca,10454517
2021-06-19,Germany,Oxford/AstraZeneca,10505369
2021-06-20,Germany,Oxford/AstraZeneca,10537211
2021-06-21,Germany,Oxford/AstraZeneca,10622639
2021-06-22,Germany,Oxford/AstraZeneca,10725179
2021-06-23,Germany,Oxford/AstraZeneca,10840665
2021-06-24,Germany,Oxford/AstraZeneca,10951372
2021-06-25,Germany,Oxford/AstraZeneca,11061257
2021-06-26,Germany,Oxford/AstraZeneca,11133731
2021-06-27,Germany,Oxford/AstraZeneca,11190489
2021-06-28,Germany,Oxford/AstraZeneca,11304234
2021-06-29,Germany,Oxford/AstraZeneca,11436920
2021-06-30,Germany,Oxford/AstraZeneca,11573491
2021-07-01,Germany,Oxford/AstraZeneca,11706273
2021-07-02,Germany,Oxford/AstraZeneca,11785405
2021-07-03,Germany,Oxford/AstraZeneca,11812538
2021-07-04,Germany,Oxford/AstraZeneca,11827061
2021-07-05,Germany,Oxford/AstraZeneca,11866604
2021-07-06,Germany,Oxford/AstraZeneca,11911840
2021-07-07,Germany,Oxford/AstraZeneca,11963139
2021-07-08,Germany,Oxford/AstraZeneca,12005769
2021-07-09,Germany,Oxford/AstraZeneca,12048968
2021-07-10,Germany,Oxford/AstraZeneca,12070069
2021-07-11,Germany,Oxford/AstraZeneca,12080357
2021-07-12,Germany,Oxford/AstraZeneca,12104391
2021-07-13,Germany,Oxford/AstraZeneca,12139004
2021-07-14,Germany,Oxford/AstraZeneca,12186127
2021-07-15,Germany,Oxford/AstraZeneca,12224686
2021-07-16,Germany,Oxford/AstraZeneca,12256646
2021-07-17,Germany,Oxford/AstraZeneca,12272293
2021-07-18,Germany,Oxford/AstraZeneca,12283751
2021-07-19,Germany,Oxford/AstraZeneca,12303532
2021-07-20,Germany,Oxford/AstraZeneca,12325459
2021-07-21,Germany,Oxford/AstraZeneca,12348193
2021-07-22,Germany,Oxford/AstraZeneca,12367036
2021-07-23,Germany,Oxford/AstraZeneca,12385588
2021-07-24,Germany,Oxford/AstraZeneca,12393330
2021-07-25,Germany,Oxford/AstraZeneca,12396605
2021-07-26,Germany,Oxford/AstraZeneca,12408890
2021-07-27,Germany,Oxford/AstraZeneca,12428743
2021-07-28,Germany,Oxford/AstraZeneca,12452058
2021-07-29,Germany,Oxford/AstraZeneca,12471836
2021-07-30,Germany,Oxford/AstraZeneca,12488990
2021-07-31,Germany,Oxford/AstraZeneca,12495006
2021-08-01,Germany,Oxford/AstraZeneca,12497321
2021-08-02,Germany,Oxford/AstraZeneca,12506443
2021-08-03,Germany,Oxford/AstraZeneca,12518378
2021-08-04,Germany,Oxford/AstraZeneca,12529629
2021-08-05,Germany,Oxford/AstraZeneca,12537539
2021-08-06,Germany,Oxford/AstraZeneca,12544797
2021-08-07,Germany,Oxford/AstraZeneca,12546329
2021-08-08,Germany,Oxford/AstraZeneca,12547233
2020-12-27,Germany,Johnson&Johnson,0
2020-12-28,Germany,Johnson&Johnson,0
2020-12-29,Germany,Johnson&Johnson,0
2020-12-30,Germany,Johnson&Johnson,0
2020-12-31,Germany,Johnson&Johnson,0
2021-01-01,Germany,Johnson&Johnson,0
2021-01-02,Germany,Johnson&Johnson,0
2021-01-03,Germany,Johnson&Johnson,0
2021-01-04,Germany,Johnson&Johnson,0
2021-01-05,Germany,Johnson&Johnson,0
2021-01-06,Germany,Johnson&Johnson,0
2021-01-07,Germany,Johnson&Johnson,0
2021-01-08,Germany,Johnson&Johnson,0
2021-01-09,Germany,Johnson&Johnson,0
2021-01-10,Germany,Johnson&Johnson,0
2021-01-11,Germany,Johnson&Johnson,0
2021-01-12,Germany,Johnson&Johnson,0
2021-01-13,Germany,Johnson&Johnson,0
2021-01-14,Germany,Johnson&Johnson,0
2021-01-15,Germany,Johnson&Johnson,0
2021-01-16,Germany,Johnson&Johnson,0
2021-01-17,Germany,Johnson&Johnson,1
2021-01-18,Germany,Johnson&Johnson,1
2021-01-19,Germany,Johnson&Johnson,1
2021-01-20,Germany,Johnson&Johnson,1
2021-01-21,Germany,Johnson&Johnson,1
2021-01-22,Germany,Johnson&Johnson,1
2021-01-23,Germany,Johnson&Johnson,1
2021-01-24,Germany,Johnson&Johnson,1
2021-01-25,Germany,Johnson&Johnson,1
2021-01-26,Germany,Johnson&Johnson,1
2021-01-27,Germany,Johnson&Johnson,2
2021-01-28,Germany,Johnson&Johnson,2
2021-01-29,Germany,Johnson&Johnson,2
2021-01-30,Germany,Johnson&Johnson,2
2021-01-31,Germany,Johnson&Johnson,2
2021-02-01,Germany,Johnson&Johnson,2
2021-02-02,Germany,Johnson&Johnson,2
2021-02-03,Germany,Johnson&Johnson,3
2021-02-04,Germany,Johnson&Johnson,3
2021-02-05,Germany,Johnson&Johnson,3
2021-02-06,Germany,Johnson&Johnson,3
2021-02-07,Germany,Johnson&Johnson,4
2021-02-08,Germany,Johnson&Johnson,5
2021-02-09,Germany,Johnson&Johnson,5
2021-02-10,Germany,Johnson&Johnson,5
2021-02-11,Germany,Johnson&Johnson,7
2021-02-12,Germany,Johnson&Johnson,10
2021-02-13,Germany,Johnson&Johnson,11
2021-02-14,Germany,Johnson&Johnson,12
2021-02-15,Germany,Johnson&Johnson,13
2021-02-16,Germany,Johnson&Johnson,14
2021-02-17,Germany,Johnson&Johnson,15
2021-02-18,Germany,Johnson&Johnson,16
2021-02-19,Germany,Johnson&Johnson,17
2021-02-20,Germany,Johnson&Johnson,18
2021-02-21,Germany,Johnson&Johnson,19
2021-02-22,Germany,Johnson&Johnson,20
2021-02-23,Germany,Johnson&Johnson,21
2021-02-24,Germany,Johnson&Johnson,22
2021-02-25,Germany,Johnson&Johnson,22
2021-02-26,Germany,Johnson&Johnson,22
2021-02-27,Germany,Johnson&Johnson,22
2021-02-28,Germany,Johnson&Johnson,23
2021-03-01,Germany,Johnson&Johnson,23
2021-03-02,Germany,Johnson&Johnson,23
2021-03-03,Germany,Johnson&Johnson,23
2021-03-04,Germany,Johnson&Johnson,23
2021-03-05,Germany,Johnson&Johnson,24
2021-03-06,Germany,Johnson&Johnson,24
2021-03-07,Germany,Johnson&Johnson,24
2021-03-08,Germany,Johnson&Johnson,24
2021-03-09,Germany,Johnson&Johnson,24
2021-03-10,Germany,Johnson&Johnson,25
2021-03-11,Germany,Johnson&Johnson,25
2021-03-12,Germany,Johnson&Johnson,25
2021-03-13,Germany,Johnson&Johnson,25
2021-03-14,Germany,Johnson&Johnson,25
2021-03-15,Germany,Johnson&Johnson,25
2021-03-16,Germany,Johnson&Johnson,25
2021-03-17,Germany,Johnson&Johnson,25
2021-03-18,Germany,Johnson&Johnson,25
2021-03-19,Germany,Johnson&Johnson,25
2021-03-20,Germany,Johnson&Johnson,25
2021-03-21,Germany,Johnson&Johnson,25
2021-03-22,Germany,Johnson&Johnson,25
2021-03-23,Germany,Johnson&Johnson,25
2021-03-24,Germany,Johnson&Johnson,25
2021-03-25,Germany,Johnson&Johnson,25
2021-03-26,Germany,Johnson&Johnson,26
2021-03-27,Germany,Johnson&Johnson,27
2021-03-28,Germany,Johnson&Johnson,27
2021-03-29,Germany,Johnson&Johnson,27
2021-03-30,Germany,Johnson&Johnson,27
2021-03-31,Germany,Johnson&Johnson,27
2021-04-01,Germany,Johnson&Johnson,27
2021-04-02,Germany,Johnson&Johnson,27
2021-04-03,Germany,Johnson&Johnson,27
2021-04-04,Germany,Johnson&Johnson,27
2021-04-05,Germany,Johnson&Johnson,27
2021-04-06,Germany,Johnson&Johnson,29
2021-04-07,Germany,Johnson&Johnson,29
2021-04-08,Germany,Johnson&Johnson,29
2021-04-09,Germany,Johnson&Johnson,29
2021-04-10,Germany,Johnson&Johnson,29
2021-04-11,Germany,Johnson&Johnson,29
2021-04-12,Germany,Johnson&Johnson,30
2021-04-13,Germany,Johnson&Johnson,30
2021-04-14,Germany,Johnson&Johnson,30
2021-04-15,Germany,Johnson&Johnson,31
2021-04-16,Germany,Johnson&Johnson,31
2021-04-17,Germany,Johnson&Johnson,31
2021-04-18,Germany,Johnson&Johnson,31
2021-04-19,Germany,Johnson&Johnson,32
2021-04-20,Germany,Johnson&Johnson,33
2021-04-21,Germany,Johnson&Johnson,33
2021-04-22,Germany,Johnson&Johnson,33
2021-04-23,Germany,Johnson&Johnson,33
2021-04-24,Germany,Johnson&Johnson,33
2021-04-25,Germany,Johnson&Johnson,33
2021-04-26,Germany,Johnson&Johnson,103
2021-04-27,Germany,Johnson&Johnson,656
2021-04-28,Germany,Johnson&Johnson,1488
2021-04-29,Germany,Johnson&Johnson,2397
2021-04-30,Germany,Johnson&Johnson,3272
2021-05-01,Germany,Johnson&Johnson,5846
2021-05-02,Germany,Johnson&Johnson,7653
2021-05-03,Germany,Johnson&Johnson,9239
2021-05-04,Germany,Johnson&Johnson,12201
2021-05-05,Germany,Johnson&Johnson,16671
2021-05-06,Germany,Johnson&Johnson,20864
2021-05-07,Germany,Johnson&Johnson,25068
2021-05-08,Germany,Johnson&Johnson,26785
2021-05-09,Germany,Johnson&Johnson,27851
2021-05-10,Germany,Johnson&Johnson,31580
2021-05-11,Germany,Johnson&Johnson,35221
2021-05-12,Germany,Johnson&Johnson,40973
2021-05-13,Germany,Johnson&Johnson,43620
2021-05-14,Germany,Johnson&Johnson,51414
2021-05-15,Germany,Johnson&Johnson,55694
2021-05-16,Germany,Johnson&Johnson,60419
2021-05-17,Germany,Johnson&Johnson,70176
2021-05-18,Germany,Johnson&Johnson,77948
2021-05-19,Germany,Johnson&Johnson,90105
2021-05-20,Germany,Johnson&Johnson,100946
2021-05-21,Germany,Johnson&Johnson,112827
2021-05-22,Germany,Johnson&Johnson,127106
2021-05-23,Germany,Johnson&Johnson,135970
2021-05-24,Germany,Johnson&Johnson,144011
2021-05-25,Germany,Johnson&Johnson,169123
2021-05-26,Germany,Johnson&Johnson,247397
2021-05-27,Germany,Johnson&Johnson,328520
2021-05-28,Germany,Johnson&Johnson,412277
2021-05-29,Germany,Johnson&Johnson,440070
2021-05-30,Germany,Johnson&Johnson,451099
2021-05-31,Germany,Johnson&Johnson,493569
2021-06-01,Germany,Johnson&Johnson,578068
2021-06-02,Germany,Johnson&Johnson,681767
2021-06-03,Germany,Johnson&Johnson,734969
2021-06-04,Germany,Johnson&Johnson,812186
2021-06-05,Germany,Johnson&Johnson,842800
2021-06-06,Germany,Johnson&Johnson,861040
2021-06-07,Germany,Johnson&Johnson,915518
2021-06-08,Germany,Johnson&Johnson,983757
2021-06-09,Germany,Johnson&Johnson,1079535
2021-06-10,Germany,Johnson&Johnson,1167979
2021-06-11,Germany,Johnson&Johnson,1264755
2021-06-12,Germany,Johnson&Johnson,1299996
2021-06-13,Germany,Johnson&Johnson,1313784
2021-06-14,Germany,Johnson&Johnson,1369016
2021-06-15,Germany,Johnson&Johnson,1428100
2021-06-16,Germany,Johnson&Johnson,1504385
2021-06-17,Germany,Johnson&Johnson,1572643
2021-06-18,Germany,Johnson&Johnson,1641471
2021-06-19,Germany,Johnson&Johnson,1662613
2021-06-20,Germany,Johnson&Johnson,1675425
2021-06-21,Germany,Johnson&Johnson,1711764
2021-06-22,Germany,Johnson&Johnson,1745814
2021-06-23,Germany,Johnson&Johnson,1780189
2021-06-24,Germany,Johnson&Johnson,1820377
2021-06-25,Germany,Johnson&Johnson,1860392
2021-06-26,Germany,Johnson&Johnson,1873603
2021-06-27,Germany,Johnson&Johnson,1877724
2021-06-28,Germany,Johnson&Johnson,1902074
2021-06-29,Germany,Johnson&Johnson,1924452
2021-06-30,Germany,Johnson&Johnson,1947064
2021-07-01,Germany,Johnson&Johnson,1969559
2021-07-02,Germany,Johnson&Johnson,1991171
2021-07-03,Germany,Johnson&Johnson,2006377
2021-07-04,Germany,Johnson&Johnson,2015296
2021-07-05,Germany,Johnson&Johnson,2030148
2021-07-06,Germany,Johnson&Johnson,2045807
2021-07-07,Germany,Johnson&Johnson,2064774
2021-07-08,Germany,Johnson&Johnson,2084167
2021-07-09,Germany,Johnson&Johnson,2104730
2021-07-10,Germany,Johnson&Johnson,2114475
2021-07-11,Germany,Johnson&Johnson,2122768
2021-07-12,Germany,Johnson&Johnson,2136842
2021-07-13,Germany,Johnson&Johnson,2156760
2021-07-14,Germany,Johnson&Johnson,2179610
2021-07-15,Germany,Johnson&Johnson,2202151
2021-07-16,Germany,Johnson&Johnson,2224326
2021-07-17,Germany,Johnson&Johnson,2242782
2021-07-18,Germany,Johnson&Johnson,2253976
2021-07-19,Germany,Johnson&Johnson,2268191
2021-07-20,Germany,Johnson&Johnson,2282473
2021-07-21,Germany,Johnson&Johnson,2296307
2021-07-22,Germany,Johnson&Johnson,2309852
2021-07-23,Germany,Johnson&Johnson,2327905
2021-07-24,Germany,Johnson&Johnson,2339749
2021-07-25,Germany,Johnson&Johnson,2345498
2021-07-26,Germany,Johnson&Johnson,2356475
2021-07-27,Germany,Johnson&Johnson,2369126
2021-07-28,Germany,Johnson&Johnson,2382525
2021-07-29,Germany,Johnson&Johnson,2397044
2021-07-30,Germany,Johnson&Johnson,2412897
2021-07-31,Germany,Johnson&Johnson,2425210
2021-08-01,Germany,Johnson&Johnson,2431066
2021-08-02,Germany,Johnson&Johnson,2442037
2021-08-03,Germany,Johnson&Johnson,2454754
2021-08-04,Germany,Johnson&Johnson,2466933
2021-08-05,Germany,Johnson&Johnson,2480184
2021-08-06,Germany,Johnson&Johnson,2493280
2021-08-07,Germany,Johnson&Johnson,2503452
2021-08-08,Germany,Johnson&Johnson,2506846
