date,vaccine,total_vaccinations,location
2021-02-06,Pfizer/BioNTech,121873,Lithuania
2021-02-06,Moderna,4055,Lithuania
2021-02-06,Oxford/AstraZeneca,4,Lithuania
2021-02-07,Moderna,4055,Lithuania
2021-02-07,Oxford/AstraZeneca,4,Lithuania
2021-02-07,Pfizer/BioNTech,121970,Lithuania
2021-02-08,Moderna,4143,Lithuania
2021-02-08,Oxford/AstraZeneca,4,Lithuania
2021-02-08,Pfizer/BioNTech,124538,Lithuania
2021-02-09,Pfizer/BioNTech,126868,Lithuania
2021-02-09,Oxford/AstraZeneca,306,Lithuania
2021-02-09,Moderna,4383,Lithuania
2021-02-10,Moderna,4696,Lithuania
2021-02-10,Oxford/AstraZeneca,3035,Lithuania
2021-02-10,Pfizer/BioNTech,129992,Lithuania
2021-02-11,Moderna,5127,Lithuania
2021-02-11,Oxford/AstraZeneca,5539,Lithuania
2021-02-11,Pfizer/BioNTech,136138,Lithuania
2021-02-12,Oxford/AstraZeneca,7483,Lithuania
2021-02-12,Pfizer/BioNTech,140883,Lithuania
2021-02-12,Moderna,5754,Lithuania
2021-02-13,Oxford/AstraZeneca,7798,Lithuania
2021-02-13,Pfizer/BioNTech,141015,Lithuania
2021-02-13,Moderna,5755,Lithuania
2021-02-14,Pfizer/BioNTech,141016,Lithuania
2021-02-14,Oxford/AstraZeneca,7798,Lithuania
2021-02-14,Moderna,5755,Lithuania
2021-02-15,Moderna,7007,Lithuania
2021-02-15,Oxford/AstraZeneca,9648,Lithuania
2021-02-15,Pfizer/BioNTech,142565,Lithuania
2021-02-16,Moderna,7007,Lithuania
2021-02-16,Oxford/AstraZeneca,9648,Lithuania
2021-02-16,Pfizer/BioNTech,143091,Lithuania
2021-02-17,Moderna,8360,Lithuania
2021-02-17,Oxford/AstraZeneca,10624,Lithuania
2021-02-17,Pfizer/BioNTech,149051,Lithuania
2021-02-18,Pfizer/BioNTech,158376,Lithuania
2021-02-18,Oxford/AstraZeneca,12117,Lithuania
2021-02-18,Moderna,8897,Lithuania
2021-02-19,Moderna,9374,Lithuania
2021-02-19,Oxford/AstraZeneca,14901,Lithuania
2021-02-19,Pfizer/BioNTech,165614,Lithuania
2021-02-20,Moderna,9374,Lithuania
2021-02-20,Oxford/AstraZeneca,15203,Lithuania
2021-02-20,Pfizer/BioNTech,166317,Lithuania
2021-02-21,Moderna,9374,Lithuania
2021-02-21,Oxford/AstraZeneca,15204,Lithuania
2021-02-21,Pfizer/BioNTech,166317,Lithuania
2021-02-22,Pfizer/BioNTech,169548,Lithuania
2021-02-22,Oxford/AstraZeneca,17282,Lithuania
2021-02-22,Moderna,9542,Lithuania
2021-02-23,Moderna,9955,Lithuania
2021-02-23,Oxford/AstraZeneca,19298,Lithuania
2021-02-23,Pfizer/BioNTech,175780,Lithuania
2021-02-24,Moderna,10089,Lithuania
2021-02-24,Oxford/AstraZeneca,22009,Lithuania
2021-02-24,Pfizer/BioNTech,184672,Lithuania
2021-02-25,Moderna,10800,Lithuania
2021-02-25,Oxford/AstraZeneca,26127,Lithuania
2021-02-25,Pfizer/BioNTech,191716,Lithuania
2021-02-26,Pfizer/BioNTech,195953,Lithuania
2021-02-26,Oxford/AstraZeneca,30434,Lithuania
2021-02-26,Moderna,12305,Lithuania
2021-02-27,Moderna,12305,Lithuania
2021-02-27,Oxford/AstraZeneca,31082,Lithuania
2021-02-27,Pfizer/BioNTech,196098,Lithuania
2021-02-28,Moderna,12305,Lithuania
2021-02-28,Oxford/AstraZeneca,31481,Lithuania
2021-02-28,Pfizer/BioNTech,196149,Lithuania
2021-03-01,Moderna,15791,Lithuania
2021-03-01,Oxford/AstraZeneca,34290,Lithuania
2021-03-01,Pfizer/BioNTech,197424,Lithuania
2021-03-02,Pfizer/BioNTech,203201,Lithuania
2021-03-02,Oxford/AstraZeneca,35978,Lithuania
2021-03-02,Moderna,17680,Lithuania
2021-03-03,Moderna,19490,Lithuania
2021-03-03,Oxford/AstraZeneca,39123,Lithuania
2021-03-03,Pfizer/BioNTech,210258,Lithuania
2021-03-04,Moderna,20560,Lithuania
2021-03-04,Oxford/AstraZeneca,42643,Lithuania
2021-03-04,Pfizer/BioNTech,221153,Lithuania
2021-03-05,Moderna,21141,Lithuania
2021-03-05,Oxford/AstraZeneca,46945,Lithuania
2021-03-05,Pfizer/BioNTech,230303,Lithuania
2021-03-06,Pfizer/BioNTech,230578,Lithuania
2021-03-06,Oxford/AstraZeneca,47208,Lithuania
2021-03-06,Moderna,21229,Lithuania
2021-03-07,Moderna,21229,Lithuania
2021-03-07,Oxford/AstraZeneca,47208,Lithuania
2021-03-07,Pfizer/BioNTech,230580,Lithuania
2021-03-08,Moderna,21710,Lithuania
2021-03-08,Oxford/AstraZeneca,53919,Lithuania
2021-03-08,Pfizer/BioNTech,232316,Lithuania
2021-03-09,Moderna,22675,Lithuania
2021-03-09,Oxford/AstraZeneca,56688,Lithuania
2021-03-09,Pfizer/BioNTech,240492,Lithuania
2021-03-10,Pfizer/BioNTech,249897,Lithuania
2021-03-10,Oxford/AstraZeneca,62742,Lithuania
2021-03-10,Moderna,22870,Lithuania
2021-03-11,Moderna,22870,Lithuania
2021-03-11,Oxford/AstraZeneca,63099,Lithuania
2021-03-11,Pfizer/BioNTech,250677,Lithuania
2021-03-12,Moderna,23124,Lithuania
2021-03-12,Oxford/AstraZeneca,69314,Lithuania
2021-03-12,Pfizer/BioNTech,262157,Lithuania
2021-03-13,Moderna,23124,Lithuania
2021-03-13,Oxford/AstraZeneca,69602,Lithuania
2021-03-13,Pfizer/BioNTech,263615,Lithuania
2021-03-14,Pfizer/BioNTech,263632,Lithuania
2021-03-14,Oxford/AstraZeneca,69610,Lithuania
2021-03-14,Moderna,23124,Lithuania
2021-03-15,Moderna,23224,Lithuania
2021-03-15,Oxford/AstraZeneca,75385,Lithuania
2021-03-15,Pfizer/BioNTech,265811,Lithuania
2021-03-16,Moderna,23427,Lithuania
2021-03-16,Oxford/AstraZeneca,78718,Lithuania
2021-03-16,Pfizer/BioNTech,272492,Lithuania
2021-03-17,Moderna,23533,Lithuania
2021-03-17,Oxford/AstraZeneca,78812,Lithuania
2021-03-17,Pfizer/BioNTech,282838,Lithuania
2021-03-18,Oxford/AstraZeneca,78839,Lithuania
2021-03-18,Pfizer/BioNTech,291092,Lithuania
2021-03-18,Moderna,23665,Lithuania
2021-03-19,Moderna,25879,Lithuania
2021-03-19,Oxford/AstraZeneca,79368,Lithuania
2021-03-19,Pfizer/BioNTech,297636,Lithuania
2021-03-20,Moderna,26413,Lithuania
2021-03-20,Oxford/AstraZeneca,79368,Lithuania
2021-03-20,Pfizer/BioNTech,297835,Lithuania
2021-03-21,Moderna,26415,Lithuania
2021-03-21,Oxford/AstraZeneca,79369,Lithuania
2021-03-21,Pfizer/BioNTech,297865,Lithuania
2021-03-22,Pfizer/BioNTech,299002,Lithuania
2021-03-22,Oxford/AstraZeneca,81665,Lithuania
2021-03-22,Moderna,31231,Lithuania
2021-03-23,Moderna,32791,Lithuania
2021-03-23,Oxford/AstraZeneca,84453,Lithuania
2021-03-23,Pfizer/BioNTech,307564,Lithuania
2021-03-24,Moderna,33906,Lithuania
2021-03-24,Oxford/AstraZeneca,89049,Lithuania
2021-03-24,Pfizer/BioNTech,319486,Lithuania
2021-03-25,Moderna,34912,Lithuania
2021-03-25,Oxford/AstraZeneca,93511,Lithuania
2021-03-25,Pfizer/BioNTech,330989,Lithuania
2021-03-26,Pfizer/BioNTech,340244,Lithuania
2021-03-26,Oxford/AstraZeneca,99076,Lithuania
2021-03-26,Moderna,36539,Lithuania
2021-03-27,Moderna,36615,Lithuania
2021-03-27,Oxford/AstraZeneca,101903,Lithuania
2021-03-27,Pfizer/BioNTech,340495,Lithuania
2021-03-28,Moderna,36615,Lithuania
2021-03-28,Oxford/AstraZeneca,102004,Lithuania
2021-03-28,Pfizer/BioNTech,340579,Lithuania
2021-03-29,Moderna,38037,Lithuania
2021-03-29,Oxford/AstraZeneca,107456,Lithuania
2021-03-29,Pfizer/BioNTech,341571,Lithuania
2021-03-30,Pfizer/BioNTech,351738,Lithuania
2021-03-30,Oxford/AstraZeneca,109990,Lithuania
2021-03-30,Moderna,38226,Lithuania
2021-03-31,Moderna,39666,Lithuania
2021-03-31,Oxford/AstraZeneca,112060,Lithuania
2021-03-31,Pfizer/BioNTech,368979,Lithuania
2021-04-01,Moderna,46930,Lithuania
2021-04-01,Oxford/AstraZeneca,114920,Lithuania
2021-04-01,Pfizer/BioNTech,377184,Lithuania
2021-04-02,Moderna,53438,Lithuania
2021-04-02,Oxford/AstraZeneca,120621,Lithuania
2021-04-02,Pfizer/BioNTech,384781,Lithuania
2021-04-03,Pfizer/BioNTech,385548,Lithuania
2021-04-03,Oxford/AstraZeneca,128329,Lithuania
2021-04-03,Moderna,53631,Lithuania
2021-04-04,Moderna,53631,Lithuania
2021-04-04,Oxford/AstraZeneca,130731,Lithuania
2021-04-04,Pfizer/BioNTech,385555,Lithuania
2021-04-05,Moderna,53641,Lithuania
2021-04-05,Oxford/AstraZeneca,134240,Lithuania
2021-04-05,Pfizer/BioNTech,385751,Lithuania
2021-04-06,Moderna,56309,Lithuania
2021-04-06,Oxford/AstraZeneca,144830,Lithuania
2021-04-06,Pfizer/BioNTech,387190,Lithuania
2021-04-07,Pfizer/BioNTech,388739,Lithuania
2021-04-07,Oxford/AstraZeneca,154784,Lithuania
2021-04-07,Moderna,57558,Lithuania
2021-04-08,Moderna,58976,Lithuania
2021-04-08,Oxford/AstraZeneca,157511,Lithuania
2021-04-08,Pfizer/BioNTech,411541,Lithuania
2021-04-09,Moderna,59408,Lithuania
2021-04-09,Oxford/AstraZeneca,162749,Lithuania
2021-04-09,Pfizer/BioNTech,439360,Lithuania
2021-04-10,Moderna,59485,Lithuania
2021-04-10,Oxford/AstraZeneca,166949,Lithuania
2021-04-10,Pfizer/BioNTech,450710,Lithuania
2021-04-11,Pfizer/BioNTech,451755,Lithuania
2021-04-11,Oxford/AstraZeneca,167572,Lithuania
2021-04-11,Moderna,59543,Lithuania
2021-04-12,Moderna,59800,Lithuania
2021-04-12,Oxford/AstraZeneca,171613,Lithuania
2021-04-12,Pfizer/BioNTech,456226,Lithuania
2021-04-13,Moderna,60207,Lithuania
2021-04-13,Oxford/AstraZeneca,174163,Lithuania
2021-04-13,Pfizer/BioNTech,472109,Lithuania
2021-04-14,Moderna,60429,Lithuania
2021-04-14,Oxford/AstraZeneca,175234,Lithuania
2021-04-14,Pfizer/BioNTech,497618,Lithuania
2021-04-15,Pfizer/BioNTech,517241,Lithuania
2021-04-15,Oxford/AstraZeneca,178555,Lithuania
2021-04-15,Moderna,60678,Lithuania
2021-04-16,Moderna,60944,Lithuania
2021-04-16,Oxford/AstraZeneca,184799,Lithuania
2021-04-16,Pfizer/BioNTech,531181,Lithuania
2021-04-17,Moderna,60976,Lithuania
2021-04-17,Oxford/AstraZeneca,185975,Lithuania
2021-04-17,Pfizer/BioNTech,532481,Lithuania
2021-04-18,Moderna,60976,Lithuania
2021-04-18,Oxford/AstraZeneca,186055,Lithuania
2021-04-18,Pfizer/BioNTech,532485,Lithuania
2021-04-19,Pfizer/BioNTech,533927,Lithuania
2021-04-19,Moderna,61407,Lithuania
2021-04-19,Oxford/AstraZeneca,190028,Lithuania
2021-04-20,Moderna,63163,Lithuania
2021-04-20,Oxford/AstraZeneca,191502,Lithuania
2021-04-20,Pfizer/BioNTech,545966,Lithuania
2021-04-21,Johnson&Johnson,4,Lithuania
2021-04-21,Moderna,67309,Lithuania
2021-04-21,Oxford/AstraZeneca,192146,Lithuania
2021-04-21,Pfizer/BioNTech,567848,Lithuania
2021-04-22,Pfizer/BioNTech,587948,Lithuania
2021-04-22,Oxford/AstraZeneca,194286,Lithuania
2021-04-22,Johnson&Johnson,4,Lithuania
2021-04-22,Moderna,71234,Lithuania
2021-04-23,Johnson&Johnson,6,Lithuania
2021-04-23,Moderna,72699,Lithuania
2021-04-23,Oxford/AstraZeneca,202166,Lithuania
2021-04-23,Pfizer/BioNTech,603263,Lithuania
2021-04-24,Pfizer/BioNTech,605183,Lithuania
2021-04-24,Johnson&Johnson,6,Lithuania
2021-04-24,Moderna,74051,Lithuania
2021-04-24,Oxford/AstraZeneca,203446,Lithuania
2021-04-25,Pfizer/BioNTech,605430,Lithuania
2021-04-25,Oxford/AstraZeneca,203467,Lithuania
2021-04-25,Johnson&Johnson,6,Lithuania
2021-04-25,Moderna,74052,Lithuania
2021-04-26,Johnson&Johnson,16,Lithuania
2021-04-26,Moderna,74863,Lithuania
2021-04-26,Oxford/AstraZeneca,207741,Lithuania
2021-04-26,Pfizer/BioNTech,606515,Lithuania
2021-04-27,Johnson&Johnson,66,Lithuania
2021-04-27,Moderna,75287,Lithuania
2021-04-27,Oxford/AstraZeneca,209106,Lithuania
2021-04-27,Pfizer/BioNTech,617765,Lithuania
2021-04-28,Moderna,75858,Lithuania
2021-04-28,Pfizer/BioNTech,631730,Lithuania
2021-04-28,Johnson&Johnson,228,Lithuania
2021-04-28,Oxford/AstraZeneca,209794,Lithuania
2021-04-29,Johnson&Johnson,340,Lithuania
2021-04-29,Moderna,77937,Lithuania
2021-04-29,Oxford/AstraZeneca,211952,Lithuania
2021-04-29,Pfizer/BioNTech,660107,Lithuania
2021-04-30,Oxford/AstraZeneca,213639,Lithuania
2021-04-30,Johnson&Johnson,436,Lithuania
2021-04-30,Moderna,82352,Lithuania
2021-04-30,Pfizer/BioNTech,691639,Lithuania
2021-05-01,Pfizer/BioNTech,706123,Lithuania
2021-05-01,Oxford/AstraZeneca,214475,Lithuania
2021-05-01,Johnson&Johnson,478,Lithuania
2021-05-01,Moderna,82779,Lithuania
2021-05-02,Johnson&Johnson,478,Lithuania
2021-05-02,Moderna,82780,Lithuania
2021-05-02,Oxford/AstraZeneca,214482,Lithuania
2021-05-02,Pfizer/BioNTech,706862,Lithuania
2021-05-03,Pfizer/BioNTech,712129,Lithuania
2021-05-03,Johnson&Johnson,602,Lithuania
2021-05-03,Moderna,86057,Lithuania
2021-05-03,Oxford/AstraZeneca,219221,Lithuania
2021-05-04,Pfizer/BioNTech,733519,Lithuania
2021-05-04,Oxford/AstraZeneca,222735,Lithuania
2021-05-04,Johnson&Johnson,912,Lithuania
2021-05-04,Moderna,89161,Lithuania
2021-05-05,Oxford/AstraZeneca,225987,Lithuania
2021-05-05,Johnson&Johnson,1442,Lithuania
2021-05-05,Moderna,90811,Lithuania
2021-05-05,Pfizer/BioNTech,762841,Lithuania
2021-05-06,Pfizer/BioNTech,788200,Lithuania
2021-05-06,Oxford/AstraZeneca,229867,Lithuania
2021-05-06,Moderna,96515,Lithuania
2021-05-06,Johnson&Johnson,2092,Lithuania
2021-05-07,Johnson&Johnson,3798,Lithuania
2021-05-07,Moderna,101059,Lithuania
2021-05-07,Oxford/AstraZeneca,238643,Lithuania
2021-05-07,Pfizer/BioNTech,807107,Lithuania
2021-05-08,Oxford/AstraZeneca,248749,Lithuania
2021-05-08,Pfizer/BioNTech,811068,Lithuania
2021-05-08,Johnson&Johnson,4098,Lithuania
2021-05-08,Moderna,102510,Lithuania
2021-05-09,Johnson&Johnson,4100,Lithuania
2021-05-09,Moderna,102510,Lithuania
2021-05-09,Oxford/AstraZeneca,255881,Lithuania
2021-05-09,Pfizer/BioNTech,811069,Lithuania
2021-05-10,Pfizer/BioNTech,813539,Lithuania
2021-05-10,Johnson&Johnson,5754,Lithuania
2021-05-10,Moderna,104823,Lithuania
2021-05-10,Oxford/AstraZeneca,270108,Lithuania
2021-05-11,Oxford/AstraZeneca,273246,Lithuania
2021-05-11,Pfizer/BioNTech,833370,Lithuania
2021-05-11,Johnson&Johnson,6484,Lithuania
2021-05-11,Moderna,107635,Lithuania
2021-05-12,Oxford/AstraZeneca,275855,Lithuania
2021-05-12,Pfizer/BioNTech,860861,Lithuania
2021-05-12,Johnson&Johnson,6922,Lithuania
2021-05-12,Moderna,108824,Lithuania
2021-05-13,Oxford/AstraZeneca,278682,Lithuania
2021-05-13,Pfizer/BioNTech,885236,Lithuania
2021-05-13,Johnson&Johnson,7844,Lithuania
2021-05-13,Moderna,110941,Lithuania
2021-05-14,Pfizer/BioNTech,909240,Lithuania
2021-05-14,Oxford/AstraZeneca,282801,Lithuania
2021-05-14,Moderna,113753,Lithuania
2021-05-14,Johnson&Johnson,8508,Lithuania
2021-05-15,Johnson&Johnson,8540,Lithuania
2021-05-15,Moderna,113993,Lithuania
2021-05-15,Oxford/AstraZeneca,285418,Lithuania
2021-05-15,Pfizer/BioNTech,912499,Lithuania
2021-05-16,Johnson&Johnson,8540,Lithuania
2021-05-16,Moderna,114118,Lithuania
2021-05-16,Oxford/AstraZeneca,285458,Lithuania
2021-05-16,Pfizer/BioNTech,912836,Lithuania
2021-05-17,Pfizer/BioNTech,915006,Lithuania
2021-05-17,Oxford/AstraZeneca,289795,Lithuania
2021-05-17,Moderna,122542,Lithuania
2021-05-17,Johnson&Johnson,9406,Lithuania
2021-05-18,Johnson&Johnson,10656,Lithuania
2021-05-18,Moderna,124622,Lithuania
2021-05-18,Oxford/AstraZeneca,292496,Lithuania
2021-05-18,Pfizer/BioNTech,933625,Lithuania
2021-05-19,Johnson&Johnson,11974,Lithuania
2021-05-19,Moderna,127762,Lithuania
2021-05-19,Oxford/AstraZeneca,296185,Lithuania
2021-05-19,Pfizer/BioNTech,958737,Lithuania
2021-05-20,Pfizer/BioNTech,981905,Lithuania
2021-05-20,Oxford/AstraZeneca,300693,Lithuania
2021-05-20,Moderna,130445,Lithuania
2021-05-20,Johnson&Johnson,14330,Lithuania
2021-05-21,Johnson&Johnson,16302,Lithuania
2021-05-21,Moderna,133196,Lithuania
2021-05-21,Oxford/AstraZeneca,304737,Lithuania
2021-05-21,Pfizer/BioNTech,999077,Lithuania
2021-05-22,Johnson&Johnson,16736,Lithuania
2021-05-22,Moderna,134724,Lithuania
2021-05-22,Oxford/AstraZeneca,305102,Lithuania
2021-05-22,Pfizer/BioNTech,1005844,Lithuania
2021-05-23,Pfizer/BioNTech,1006867,Lithuania
2021-05-23,Oxford/AstraZeneca,305131,Lithuania
2021-05-23,Johnson&Johnson,17384,Lithuania
2021-05-23,Moderna,134859,Lithuania
2021-05-24,Johnson&Johnson,19532,Lithuania
2021-05-24,Moderna,137502,Lithuania
2021-05-24,Oxford/AstraZeneca,309017,Lithuania
2021-05-24,Pfizer/BioNTech,1012763,Lithuania
2021-05-25,Johnson&Johnson,21352,Lithuania
2021-05-25,Moderna,139793,Lithuania
2021-05-25,Oxford/AstraZeneca,311966,Lithuania
2021-05-25,Pfizer/BioNTech,1031496,Lithuania
2021-05-26,Pfizer/BioNTech,1054416,Lithuania
2021-05-26,Oxford/AstraZeneca,315781,Lithuania
2021-05-26,Moderna,140753,Lithuania
2021-05-26,Johnson&Johnson,22970,Lithuania
2021-05-27,Johnson&Johnson,25154,Lithuania
2021-05-27,Moderna,141591,Lithuania
2021-05-27,Oxford/AstraZeneca,318666,Lithuania
2021-05-27,Pfizer/BioNTech,1078984,Lithuania
2021-05-28,Johnson&Johnson,28098,Lithuania
2021-05-28,Moderna,144682,Lithuania
2021-05-28,Oxford/AstraZeneca,322480,Lithuania
2021-05-28,Pfizer/BioNTech,1101696,Lithuania
2021-05-29,Pfizer/BioNTech,1106440,Lithuania
2021-05-29,Oxford/AstraZeneca,322770,Lithuania
2021-05-29,Moderna,144988,Lithuania
2021-05-29,Johnson&Johnson,34308,Lithuania
2021-05-30,Johnson&Johnson,34308,Lithuania
2021-05-30,Moderna,145050,Lithuania
2021-05-30,Oxford/AstraZeneca,322788,Lithuania
2021-05-30,Pfizer/BioNTech,1106952,Lithuania
2021-05-31,Johnson&Johnson,35158,Lithuania
2021-05-31,Moderna,148999,Lithuania
2021-05-31,Oxford/AstraZeneca,332662,Lithuania
2021-05-31,Pfizer/BioNTech,1110791,Lithuania
2021-06-01,Pfizer/BioNTech,1136675,Lithuania
2021-06-01,Oxford/AstraZeneca,335256,Lithuania
2021-06-01,Johnson&Johnson,36566,Lithuania
2021-06-01,Moderna,151965,Lithuania
2021-06-02,Johnson&Johnson,37980,Lithuania
2021-06-02,Moderna,153404,Lithuania
2021-06-02,Oxford/AstraZeneca,340639,Lithuania
2021-06-02,Pfizer/BioNTech,1169185,Lithuania
2021-06-03,Johnson&Johnson,40184,Lithuania
2021-06-03,Moderna,155434,Lithuania
2021-06-03,Oxford/AstraZeneca,343652,Lithuania
2021-06-03,Pfizer/BioNTech,1199631,Lithuania
2021-06-04,Moderna,158726,Lithuania
2021-06-04,Pfizer/BioNTech,1229332,Lithuania
2021-06-04,Johnson&Johnson,43226,Lithuania
2021-06-04,Oxford/AstraZeneca,350245,Lithuania
2021-06-05,Johnson&Johnson,48002,Lithuania
2021-06-05,Moderna,160416,Lithuania
2021-06-05,Oxford/AstraZeneca,350642,Lithuania
2021-06-05,Pfizer/BioNTech,1240797,Lithuania
2021-06-06,Oxford/AstraZeneca,350696,Lithuania
2021-06-06,Johnson&Johnson,48010,Lithuania
2021-06-06,Moderna,160510,Lithuania
2021-06-06,Pfizer/BioNTech,1246261,Lithuania
2021-06-07,Pfizer/BioNTech,1251215,Lithuania
2021-06-07,Oxford/AstraZeneca,362965,Lithuania
2021-06-07,Moderna,163228,Lithuania
2021-06-07,Johnson&Johnson,51222,Lithuania
2021-06-08,Johnson&Johnson,54324,Lithuania
2021-06-08,Moderna,166121,Lithuania
2021-06-08,Oxford/AstraZeneca,366760,Lithuania
2021-06-08,Pfizer/BioNTech,1269326,Lithuania
2021-06-09,Johnson&Johnson,58140,Lithuania
2021-06-09,Moderna,167937,Lithuania
2021-06-09,Oxford/AstraZeneca,369482,Lithuania
2021-06-09,Pfizer/BioNTech,1290612,Lithuania
2021-06-10,Pfizer/BioNTech,1309647,Lithuania
2021-06-10,Oxford/AstraZeneca,371397,Lithuania
2021-06-10,Johnson&Johnson,61718,Lithuania
2021-06-10,Moderna,170318,Lithuania
2021-06-11,Johnson&Johnson,65248,Lithuania
2021-06-11,Moderna,173324,Lithuania
2021-06-11,Oxford/AstraZeneca,373397,Lithuania
2021-06-11,Pfizer/BioNTech,1325936,Lithuania
2021-06-12,Johnson&Johnson,67186,Lithuania
2021-06-12,Moderna,173559,Lithuania
2021-06-12,Oxford/AstraZeneca,373667,Lithuania
2021-06-12,Pfizer/BioNTech,1330385,Lithuania
2021-06-13,Pfizer/BioNTech,1331345,Lithuania
2021-06-13,Oxford/AstraZeneca,373744,Lithuania
2021-06-13,Moderna,173694,Lithuania
2021-06-13,Johnson&Johnson,73224,Lithuania
2021-06-14,Johnson&Johnson,74566,Lithuania
2021-06-14,Moderna,182717,Lithuania
2021-06-14,Oxford/AstraZeneca,378878,Lithuania
2021-06-14,Pfizer/BioNTech,1336145,Lithuania
2021-06-15,Johnson&Johnson,78462,Lithuania
2021-06-15,Moderna,184802,Lithuania
2021-06-15,Oxford/AstraZeneca,381842,Lithuania
2021-06-15,Pfizer/BioNTech,1353448,Lithuania
2021-06-16,Pfizer/BioNTech,1372773,Lithuania
2021-06-16,Oxford/AstraZeneca,387653,Lithuania
2021-06-16,Moderna,187365,Lithuania
2021-06-16,Johnson&Johnson,80750,Lithuania
2021-06-17,Johnson&Johnson,83270,Lithuania
2021-06-17,Moderna,189565,Lithuania
2021-06-17,Oxford/AstraZeneca,392076,Lithuania
2021-06-17,Pfizer/BioNTech,1393855,Lithuania
2021-06-18,Johnson&Johnson,84246,Lithuania
2021-06-18,Moderna,191054,Lithuania
2021-06-18,Oxford/AstraZeneca,397033,Lithuania
2021-06-18,Pfizer/BioNTech,1412526,Lithuania
2021-06-19,Pfizer/BioNTech,1414785,Lithuania
2021-06-19,Oxford/AstraZeneca,400179,Lithuania
2021-06-19,Moderna,191585,Lithuania
2021-06-19,Johnson&Johnson,85386,Lithuania
2021-06-20,Johnson&Johnson,85918,Lithuania
2021-06-20,Moderna,191710,Lithuania
2021-06-20,Oxford/AstraZeneca,400278,Lithuania
2021-06-20,Pfizer/BioNTech,1415347,Lithuania
2021-06-21,Johnson&Johnson,88102,Lithuania
2021-06-21,Moderna,194036,Lithuania
2021-06-21,Oxford/AstraZeneca,406755,Lithuania
