location,date,vaccine,total_vaccinations
Hong Kong,2021-02-22,Pfizer/BioNTech,0
Hong Kong,2021-02-22,Sinovac,47
Hong Kong,2021-02-23,Pfizer/BioNTech,0
Hong Kong,2021-02-23,Sinovac,579
Hong Kong,2021-02-24,Pfizer/BioNTech,0
Hong Kong,2021-02-24,Sinovac,579
Hong Kong,2021-02-25,Pfizer/BioNTech,0
Hong Kong,2021-02-25,Sinovac,579
Hong Kong,2021-02-26,Pfizer/BioNTech,0
Hong Kong,2021-02-26,Sinovac,6645
Hong Kong,2021-02-27,Pfizer/BioNTech,0
Hong Kong,2021-02-27,Sinovac,13685
Hong Kong,2021-02-28,Pfizer/BioNTech,0
Hong Kong,2021-02-28,Sinovac,20701
Hong Kong,2021-03-01,Pfizer/BioNTech,0
Hong Kong,2021-03-01,Sinovac,27109
Hong Kong,2021-03-02,Pfizer/BioNTech,0
Hong Kong,2021-03-02,Sinovac,40180
Hong Kong,2021-03-03,Pfizer/BioNTech,0
Hong Kong,2021-03-03,Sinovac,51848
Hong Kong,2021-03-04,Pfizer/BioNTech,0
Hong Kong,2021-03-04,Sinovac,62236
Hong Kong,2021-03-05,Pfizer/BioNTech,0
Hong Kong,2021-03-05,Sinovac,72374
Hong Kong,2021-03-06,Pfizer/BioNTech,336
Hong Kong,2021-03-06,Sinovac,83696
Hong Kong,2021-03-07,Pfizer/BioNTech,1207
Hong Kong,2021-03-07,Sinovac,91818
Hong Kong,2021-03-08,Pfizer/BioNTech,2130
Hong Kong,2021-03-08,Sinovac,101720
Hong Kong,2021-03-09,Pfizer/BioNTech,3008
Hong Kong,2021-03-09,Sinovac,110518
Hong Kong,2021-03-10,Pfizer/BioNTech,9028
Hong Kong,2021-03-10,Sinovac,121520
Hong Kong,2021-03-11,Pfizer/BioNTech,14791
Hong Kong,2021-03-11,Sinovac,131116
Hong Kong,2021-03-12,Pfizer/BioNTech,21519
Hong Kong,2021-03-12,Sinovac,140711
Hong Kong,2021-03-13,Pfizer/BioNTech,27845
Hong Kong,2021-03-13,Sinovac,149266
Hong Kong,2021-03-14,Pfizer/BioNTech,33525
Hong Kong,2021-03-14,Sinovac,157206
Hong Kong,2021-03-15,Pfizer/BioNTech,39922
Hong Kong,2021-03-15,Sinovac,166172
Hong Kong,2021-03-16,Pfizer/BioNTech,53021
Hong Kong,2021-03-16,Sinovac,176400
Hong Kong,2021-03-17,Pfizer/BioNTech,64373
Hong Kong,2021-03-17,Sinovac,189647
Hong Kong,2021-03-18,Pfizer/BioNTech,75151
Hong Kong,2021-03-18,Sinovac,201494
Hong Kong,2021-03-19,Pfizer/BioNTech,90960
Hong Kong,2021-03-19,Sinovac,213291
Hong Kong,2021-03-20,Pfizer/BioNTech,106003
Hong Kong,2021-03-20,Sinovac,224616
Hong Kong,2021-03-21,Pfizer/BioNTech,120739
Hong Kong,2021-03-21,Sinovac,233700
Hong Kong,2021-03-22,Pfizer/BioNTech,135824
Hong Kong,2021-03-22,Sinovac,243869
Hong Kong,2021-03-23,Pfizer/BioNTech,150244
Hong Kong,2021-03-23,Sinovac,253281
Hong Kong,2021-03-24,Pfizer/BioNTech,151325
Hong Kong,2021-03-24,Sinovac,261975
Hong Kong,2021-03-25,Pfizer/BioNTech,151325
Hong Kong,2021-03-25,Sinovac,270195
Hong Kong,2021-03-26,Pfizer/BioNTech,151325
Hong Kong,2021-03-26,Sinovac,283912
Hong Kong,2021-03-27,Pfizer/BioNTech,151325
Hong Kong,2021-03-27,Sinovac,297952
Hong Kong,2021-03-28,Pfizer/BioNTech,151325
Hong Kong,2021-03-28,Sinovac,311126
Hong Kong,2021-03-29,Pfizer/BioNTech,151325
Hong Kong,2021-03-29,Sinovac,323797
Hong Kong,2021-03-30,Pfizer/BioNTech,151325
Hong Kong,2021-03-30,Sinovac,338994
Hong Kong,2021-03-31,Pfizer/BioNTech,151325
Hong Kong,2021-03-31,Sinovac,353773
Hong Kong,2021-04-01,Pfizer/BioNTech,151325
Hong Kong,2021-04-01,Sinovac,369050
Hong Kong,2021-04-02,Pfizer/BioNTech,151325
Hong Kong,2021-04-02,Sinovac,379910
Hong Kong,2021-04-03,Pfizer/BioNTech,151325
Hong Kong,2021-04-03,Sinovac,392659
Hong Kong,2021-04-04,Pfizer/BioNTech,151983
Hong Kong,2021-04-04,Sinovac,404085
Hong Kong,2021-04-05,Pfizer/BioNTech,163728
Hong Kong,2021-04-05,Sinovac,413506
Hong Kong,2021-04-06,Pfizer/BioNTech,193565
Hong Kong,2021-04-06,Sinovac,422436
Hong Kong,2021-04-07,Pfizer/BioNTech,219537
Hong Kong,2021-04-07,Sinovac,440249
Hong Kong,2021-04-08,Pfizer/BioNTech,244598
Hong Kong,2021-04-08,Sinovac,455706
Hong Kong,2021-04-09,Pfizer/BioNTech,274283
Hong Kong,2021-04-09,Sinovac,470753
Hong Kong,2021-04-10,Pfizer/BioNTech,307577
Hong Kong,2021-04-10,Sinovac,483974
Hong Kong,2021-04-11,Pfizer/BioNTech,339562
Hong Kong,2021-04-11,Sinovac,495331
Hong Kong,2021-04-12,Pfizer/BioNTech,370268
Hong Kong,2021-04-12,Sinovac,507976
Hong Kong,2021-04-13,Pfizer/BioNTech,397768
Hong Kong,2021-04-13,Sinovac,521186
Hong Kong,2021-04-14,Pfizer/BioNTech,414247
Hong Kong,2021-04-14,Sinovac,536864
Hong Kong,2021-04-15,Pfizer/BioNTech,428957
Hong Kong,2021-04-15,Sinovac,552137
Hong Kong,2021-04-16,Pfizer/BioNTech,449248
Hong Kong,2021-04-16,Sinovac,568600
Hong Kong,2021-04-17,Pfizer/BioNTech,472580
Hong Kong,2021-04-17,Sinovac,584693
Hong Kong,2021-04-18,Pfizer/BioNTech,492448
Hong Kong,2021-04-18,Sinovac,598656
Hong Kong,2021-04-19,Pfizer/BioNTech,509676
Hong Kong,2021-04-19,Sinovac,613900
Hong Kong,2021-04-20,Pfizer/BioNTech,522584
Hong Kong,2021-04-20,Sinovac,627074
Hong Kong,2021-04-21,Pfizer/BioNTech,534068
Hong Kong,2021-04-21,Sinovac,639031
Hong Kong,2021-04-22,Pfizer/BioNTech,545794
Hong Kong,2021-04-22,Sinovac,650855
Hong Kong,2021-04-23,Pfizer/BioNTech,559087
Hong Kong,2021-04-23,Sinovac,663794
Hong Kong,2021-04-24,Pfizer/BioNTech,576257
Hong Kong,2021-04-24,Sinovac,676812
Hong Kong,2021-04-25,Pfizer/BioNTech,587132
Hong Kong,2021-04-25,Sinovac,688048
Hong Kong,2021-04-26,Pfizer/BioNTech,602961
Hong Kong,2021-04-26,Sinovac,699242
Hong Kong,2021-04-27,Pfizer/BioNTech,617999
Hong Kong,2021-04-27,Sinovac,708873
Hong Kong,2021-04-28,Pfizer/BioNTech,633052
Hong Kong,2021-04-28,Sinovac,718705
Hong Kong,2021-04-29,Pfizer/BioNTech,648990
Hong Kong,2021-04-29,Sinovac,728522
Hong Kong,2021-04-30,Pfizer/BioNTech,672911
Hong Kong,2021-04-30,Sinovac,740872
Hong Kong,2021-05-01,Pfizer/BioNTech,704169
Hong Kong,2021-05-01,Sinovac,750253
Hong Kong,2021-05-02,Pfizer/BioNTech,733052
Hong Kong,2021-05-02,Sinovac,758888
Hong Kong,2021-05-03,Pfizer/BioNTech,761225
Hong Kong,2021-05-03,Sinovac,768438
Hong Kong,2021-05-04,Pfizer/BioNTech,785883
Hong Kong,2021-05-04,Sinovac,776963
Hong Kong,2021-05-05,Pfizer/BioNTech,808170
Hong Kong,2021-05-05,Sinovac,785452
Hong Kong,2021-05-06,Pfizer/BioNTech,830518
Hong Kong,2021-05-06,Sinovac,793546
Hong Kong,2021-05-07,Pfizer/BioNTech,859909
Hong Kong,2021-05-07,Sinovac,802465
Hong Kong,2021-05-08,Pfizer/BioNTech,893098
Hong Kong,2021-05-08,Sinovac,811364
Hong Kong,2021-05-09,Pfizer/BioNTech,923249
Hong Kong,2021-05-09,Sinovac,818432
Hong Kong,2021-05-10,Pfizer/BioNTech,950164
Hong Kong,2021-05-10,Sinovac,826404
Hong Kong,2021-05-11,Pfizer/BioNTech,971048
Hong Kong,2021-05-11,Sinovac,834030
Hong Kong,2021-05-12,Pfizer/BioNTech,989519
Hong Kong,2021-05-12,Sinovac,841346
Hong Kong,2021-05-13,Pfizer/BioNTech,1007898
Hong Kong,2021-05-13,Sinovac,848745
Hong Kong,2021-05-14,Pfizer/BioNTech,1031159
Hong Kong,2021-05-14,Sinovac,857466
Hong Kong,2021-05-15,Pfizer/BioNTech,1060281
Hong Kong,2021-05-15,Sinovac,865976
Hong Kong,2021-05-16,Pfizer/BioNTech,1081909
Hong Kong,2021-05-16,Sinovac,873178
Hong Kong,2021-05-17,Pfizer/BioNTech,1101945
Hong Kong,2021-05-17,Sinovac,882396
Hong Kong,2021-05-18,Pfizer/BioNTech,1118322
Hong Kong,2021-05-18,Sinovac,892060
Hong Kong,2021-05-19,Pfizer/BioNTech,1129854
Hong Kong,2021-05-19,Sinovac,896695
Hong Kong,2021-05-20,Pfizer/BioNTech,1144808
Hong Kong,2021-05-20,Sinovac,905524
Hong Kong,2021-05-21,Pfizer/BioNTech,1165817
Hong Kong,2021-05-21,Sinovac,915359
Hong Kong,2021-05-22,Pfizer/BioNTech,1192546
Hong Kong,2021-05-22,Sinovac,925280
Hong Kong,2021-05-23,Pfizer/BioNTech,1213485
Hong Kong,2021-05-23,Sinovac,933176
Hong Kong,2021-05-24,Pfizer/BioNTech,1231670
Hong Kong,2021-05-24,Sinovac,943370
Hong Kong,2021-05-25,Pfizer/BioNTech,1246780
Hong Kong,2021-05-25,Sinovac,953320
Hong Kong,2021-05-26,Pfizer/BioNTech,1261013
Hong Kong,2021-05-26,Sinovac,963165
Hong Kong,2021-05-27,Pfizer/BioNTech,1276408
Hong Kong,2021-05-27,Sinovac,973914
Hong Kong,2021-05-28,Pfizer/BioNTech,1298639
Hong Kong,2021-05-28,Sinovac,987680
Hong Kong,2021-05-29,Pfizer/BioNTech,1326703
Hong Kong,2021-05-29,Sinovac,1002157
Hong Kong,2021-05-30,Pfizer/BioNTech,1349218
Hong Kong,2021-05-30,Sinovac,1014818
Hong Kong,2021-05-31,Pfizer/BioNTech,1369621
Hong Kong,2021-05-31,Sinovac,1030884
Hong Kong,2021-06-01,Pfizer/BioNTech,1386363
Hong Kong,2021-06-01,Sinovac,1047705
Hong Kong,2021-06-02,Pfizer/BioNTech,1402070
Hong Kong,2021-06-02,Sinovac,1064498
Hong Kong,2021-06-03,Pfizer/BioNTech,1420965
Hong Kong,2021-06-03,Sinovac,1081821
Hong Kong,2021-06-04,Pfizer/BioNTech,1447519
Hong Kong,2021-06-04,Sinovac,1100219
Hong Kong,2021-06-05,Pfizer/BioNTech,1480590
Hong Kong,2021-06-05,Sinovac,1117664
Hong Kong,2021-06-06,Pfizer/BioNTech,1506551
Hong Kong,2021-06-06,Sinovac,1131039
Hong Kong,2021-06-07,Pfizer/BioNTech,1529500
Hong Kong,2021-06-07,Sinovac,1150240
Hong Kong,2021-06-08,Pfizer/BioNTech,1547786
Hong Kong,2021-06-08,Sinovac,1168438
Hong Kong,2021-06-09,Pfizer/BioNTech,1563826
Hong Kong,2021-06-09,Sinovac,1185265
Hong Kong,2021-06-10,Pfizer/BioNTech,1584476
Hong Kong,2021-06-10,Sinovac,1202847
Hong Kong,2021-06-11,Pfizer/BioNTech,1614122
Hong Kong,2021-06-11,Sinovac,1223634
Hong Kong,2021-06-12,Pfizer/BioNTech,1649182
Hong Kong,2021-06-12,Sinovac,1242718
Hong Kong,2021-06-13,Pfizer/BioNTech,1677196
Hong Kong,2021-06-13,Sinovac,1257204
Hong Kong,2021-06-14,Pfizer/BioNTech,1697743
Hong Kong,2021-06-14,Sinovac,1267146
Hong Kong,2021-06-15,Pfizer/BioNTech,1720301
Hong Kong,2021-06-15,Sinovac,1286110
Hong Kong,2021-06-16,Pfizer/BioNTech,1739030
Hong Kong,2021-06-16,Sinovac,1302840
Hong Kong,2021-06-17,Pfizer/BioNTech,1759936
Hong Kong,2021-06-17,Sinovac,1320836
Hong Kong,2021-06-18,Pfizer/BioNTech,1790251
Hong Kong,2021-06-18,Sinovac,1340852
Hong Kong,2021-06-19,Pfizer/BioNTech,1824024
Hong Kong,2021-06-19,Sinovac,1358691
Hong Kong,2021-06-20,Pfizer/BioNTech,1849518
Hong Kong,2021-06-20,Sinovac,1371157
Hong Kong,2021-06-21,Pfizer/BioNTech,1876259
Hong Kong,2021-06-21,Sinovac,1390418
Hong Kong,2021-06-22,Pfizer/BioNTech,1897869
Hong Kong,2021-06-22,Sinovac,1409805
Hong Kong,2021-06-23,Pfizer/BioNTech,1920634
Hong Kong,2021-06-23,Sinovac,1427724
Hong Kong,2021-06-24,Pfizer/BioNTech,1948140
Hong Kong,2021-06-24,Sinovac,1446642
Hong Kong,2021-06-25,Pfizer/BioNTech,1983589
Hong Kong,2021-06-25,Sinovac,1469137
Hong Kong,2021-06-26,Pfizer/BioNTech,2021906
Hong Kong,2021-06-26,Sinovac,1489379
Hong Kong,2021-06-27,Pfizer/BioNTech,2056980
Hong Kong,2021-06-27,Sinovac,1504510
Hong Kong,2021-06-28,Pfizer/BioNTech,2087432
Hong Kong,2021-06-28,Sinovac,1525604
