date,people_vaccinated,people_fully_vaccinated,total_vaccinations,location,vaccine,source_url,total_boosters
2021-02-15,0,0,0,Trinidad and Tobago,Oxford/AstraZeneca,https://www.looptt.com/content/health-ministry-give-1st-batch-covid-19-vaccines-staff,
2021-02-22,440,0,440,Trinidad and Tobago,Oxford/AstraZeneca,https://trinidadexpress.com/newsextra/no-vaccine-for-children-pregnant-breast-feeding/article_4bf5c4ba-752d-11eb-9b08-c74c78f65525.html,
2021-02-27,991,0,991,Trinidad and Tobago,Oxford/AstraZeneca,https://www.looptt.com/content/100800-vaccines-approved-tt-deyalsingh-announces,
2021-04-08,4777,0,4777,Trinidad and Tobago,Oxford/AstraZeneca,https://health.gov.tt/covid-19-update-thursday-8th-april-2021,
2021-04-15,13087,0,13087,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-16,15425,0,15425,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-17,16414,0,16414,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-18,16462,0,16462,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-19,17695,0,17695,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-20,19475,0,19475,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-21,21231,0,21231,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-22,24086,0,24086,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-23,27697,0,27697,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-24,30808,0,30808,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-25,34353,0,34353,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-26,41549,0,41549,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-27,41669,0,41669,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-28,42082,0,42082,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-29,42154,0,42154,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-04-30,42455,0,42455,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-01,42455,0,42455,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-02,42455,0,42455,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-03,44810,0,44810,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-04,51283,196,51479,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-05,55259,288,55547,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-06,57744,480,58224,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-07,58981,605,59586,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-08,59786,946,60732,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-09,60174,946,61120,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-10,60245,1100,61345,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-11,60487,1179,61666,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-12,60585,1179,61764,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-13,60645,1179,61824,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-14,60669,1179,61848,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-15,60671,1179,61850,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-16,60671,1179,61850,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-17,60671,1179,61850,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-18,61806,1179,62985,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-19,61806,1179,62985,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-20,61806,1179,62985,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-21,62360,1179,63539,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-22,64639,1179,65818,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-23,66299,1179,67478,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-24,67324,1179,68503,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-25,72120,1179,73299,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-26,75586,1179,76765,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-27,78282,1179,79461,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-28,84900,1179,86079,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-29,90865,1179,92044,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-30,93293,1179,94472,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-05-31,94671,1179,95850,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-01,98559,1179,99738,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-02,103886,1179,105065,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-03,106587,1179,107766,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-04,110110,1179,111289,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-05,114161,1179,115340,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-06,118577,1179,119756,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-07,123016,2328,125344,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-08,129437,3489,132926,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-09,136597,5896,142493,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-10,144502,7157,151659,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-11,150213,9496,159709,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-12,153983,10050,164033,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-13,158515,11649,170164,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-14,164669,15394,180063,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-15,167027,18506,185533,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-16,168477,24018,192495,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-17,171198,30115,201313,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-18,173878,36620,210498,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-19,176849,39142,215991,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-20,176849,39142,215991,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-21,178472,44001,222473,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-22,179631,45567,225198,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-23,183832,51568,235400,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-24,187774,57239,245013,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-25,194212,63647,257859,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-26,198751,69074,267825,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-27,204249,71426,275675,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-28,211363,72653,284016,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-29,212774,80029,292803,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-06-30,213632,88916,302548,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-01,214613,97199,311812,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-02,216708,102883,319591,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-03,219963,105586,325549,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-04,219964,112994,332958,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-05,219964,120059,340023,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-06,220748,123497,344245,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-07,221620,129849,351469,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-08,225307,137276,362583,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-09,225311,140135,365446,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-10,225546,140568,366114,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-11,225546,140568,366114,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-12,225546,140568,366114,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-13,226939,142875,369814,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-14,227269,144718,371987,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-15,229203,146721,375924,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-16,234431,151831,386262,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-17,248003,157330,405333,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-18,250291,164978,415269,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-19,252521,173642,426163,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-20,262976,174992,437968,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-21,279335,176030,455365,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-22,296006,177149,473155,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-23,308661,179382,488043,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-24,326343,181299,507642,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-25,335273,181488,516761,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-26,349025,182400,531425,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-27,357332,185020,542352,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-28,365597,186690,552287,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-29,376226,189273,565499,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-30,382149,191881,574030,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-07-31,388805,194710,583515,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
2021-08-01,392650,195070,587720,Trinidad and Tobago,"Oxford/AstraZeneca, Sinopharm/Beijing",https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/,
