location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Paraguay,2021-02-21,Sputnik V,https://www.abc.com.py/nacionales/2021/02/25/llegan-a-1000-los-trabajadores-de-salud-que-recibieron-las-vacunas-anticovid/,0,0,0,
Paraguay,2021-02-22,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,200,200,0,
Paraguay,2021-02-23,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,546,546,0,
Paraguay,2021-02-24,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1001,1001,0,
Paraguay,2021-02-25,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1361,1361,0,
Paraguay,2021-02-26,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1521,1521,0,
Paraguay,2021-02-28,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1522,1522,0,
Paraguay,2021-03-01,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1523,1523,0,
Paraguay,2021-03-02,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1633,1633,0,
Paraguay,2021-03-03,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1700,1698,2,
Paraguay,2021-03-04,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1731,1729,2,
Paraguay,2021-03-05,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1781,1779,2,
Paraguay,2021-03-06,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1782,1780,2,
Paraguay,2021-03-08,Sputnik V,https://www.vacunate.gov.py/index-listado-vacunados.html,1882,1880,2,
Paraguay,2021-03-09,"Sinovac, Sputnik V",https://www.vacunate.gov.py/index-listado-vacunados.html,1932,1930,2,
Paraguay,2021-03-10,"Sinovac, Sputnik V",https://www.vacunate.gov.py/index-listado-vacunados.html,2893,2891,2,
Paraguay,2021-03-11,"Sinovac, Sputnik V",https://www.vacunate.gov.py/index-listado-vacunados.html,4724,4722,2,
Paraguay,2021-03-12,"Sinovac, Sputnik V",https://www.vacunate.gov.py/index-listado-vacunados.html,7862,7860,2,
