location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Belize,2021-02-28,Oxford/AstraZeneca,https://amandala.com.bz/news/vaccinations-for-covid-19-begin/,0,0,,
Belize,2021-03-02,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/2636690083296057,417,417,,
Belize,2021-03-03,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/2637181406580258,673,673,,
Belize,2021-03-04,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1475274459437631/2637422336556165/,817,817,,
Belize,2021-03-05,Oxford/AstraZeneca,https://www.facebook.com/1410454029253008/posts/2638092206489178/,996,996,,
Belize,2021-03-09,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/2640677016230697,1466,1466,,
Belize,2021-03-10,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/posts/2641435962821469,2489,2489,,
Belize,2021-03-11,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/2642160182749047,4933,4933,,
Belize,2021-03-12,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/2642843812680684,7444,7444,,
Belize,2021-03-15,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/,9585,9585,,
Belize,2021-03-16,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2645676659064066/,10972,10972,,
Belize,2021-03-17,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2646416275656771/,11943,11943,,
Belize,2021-03-18,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2647199535578445/,13150,13150,,
Belize,2021-03-19,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2647947562170309/,15006,15006,,
Belize,2021-03-22,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2649868771978188/,16202,16202,,
Belize,2021-03-23,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2650553661909699/,17282,17282,,
Belize,2021-03-24,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2651186235179775/,18182,18182,,
Belize,2021-03-26,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2652475318384200/,20411,20411,,
Belize,2021-03-31,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2655751034723295/,22067,22067,,
Belize,2021-04-07,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2660315134266885/,23958,23958,,
Belize,2021-04-09,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2661816157450116/,27353,27353,,
Belize,2021-04-12,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2663872147244517/,28188,28188,,
Belize,2021-04-13,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2664552963843102/,29939,29939,,
Belize,2021-04-15,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2665894393708959/,33180,33180,,
Belize,2021-04-16,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2666565223641876/,34262,34262,,
Belize,2021-04-20,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/posts/2669134250051640,35990,35990,,
Belize,2021-04-21,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2669740989990966/,37097,37097,,
Belize,2021-04-22,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2670412383257160/,38176,38176,,
Belize,2021-04-23,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/,39330,39330,,
Belize,2021-04-27,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2673798956251836/,41014,41014,,
Belize,2021-04-28,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2674510392847359/,42100,42100,,
Belize,2021-05-03,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1475274459437631/2677748912523507/,44548,44548,,
Belize,2021-05-05,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2679123249052740/,46067,46067,,
Belize,2021-05-06,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2679758248989240/,46659,46659,,
Belize,2021-05-07,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2680410358924029/,47675,47675,,
Belize,2021-05-11,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2683152458649819/,49358,49358,,
Belize,2021-05-12,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2683849408580124/,50292,50292,,
Belize,2021-05-14,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2685130191785379/,52753,52753,,
Belize,2021-05-17,Oxford/AstraZeneca,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2687149788250086/,53496,53496,,
