location,date,vaccine,total_vaccinations,people_vaccinated,source_url,people_fully_vaccinated
Montenegro,2021-02-20,Sputnik V,0,0,https://tass.com/society/1259199,
Montenegro,2021-02-25,Sputnik V,1113,1113,https://www.covidodgovor.me/,
Montenegro,2021-02-26,Sputnik V,1288,1288,https://www.covidodgovor.me/,
Montenegro,2021-03-01,Sputnik V,1531,1531,https://www.covidodgovor.me/,
Montenegro,2021-03-03,Sputnik V,1927,1927,https://www.covidodgovor.me/,
Montenegro,2021-03-05,Sputnik V,2250,2250,https://www.covidodgovor.me/,
Montenegro,2021-03-06,"Sinopharm/Beijing, Sputnik V",2406,2406,https://www.covidodgovor.me/,
Montenegro,2021-03-08,"Sinopharm/Beijing, Sputnik V",3062,3062,https://www.covidodgovor.me/,
Montenegro,2021-03-12,"Sinopharm/Beijing, Sputnik V",3374,3374,https://www.covidodgovor.me/,0
Montenegro,2021-03-14,"Sinopharm/Beijing, Sputnik V",3793,3793,https://www.covidodgovor.me/,0
Montenegro,2021-03-16,"Sinopharm/Beijing, Sputnik V",5021,5021,https://www.covidodgovor.me/,0
Montenegro,2021-03-17,"Sinopharm/Beijing, Sputnik V",5730,5730,https://www.covidodgovor.me/,0
Montenegro,2021-03-18,"Sinopharm/Beijing, Sputnik V",6085,6085,https://www.covidodgovor.me/,0
Montenegro,2021-03-19,"Sinopharm/Beijing, Sputnik V",6849,6517,https://www.covidodgovor.me/,332
Montenegro,2021-03-20,"Sinopharm/Beijing, Sputnik V",7298,6837,https://www.covidodgovor.me/,461
Montenegro,2021-03-23,"Sinopharm/Beijing, Sputnik V",8669,8074,https://www.covidodgovor.me/,595
Montenegro,2021-03-24,"Sinopharm/Beijing, Sputnik V",10809,9961,https://www.covidodgovor.me/,848
Montenegro,2021-03-25,"Sinopharm/Beijing, Sputnik V",12929,11857,https://www.covidodgovor.me/,1072
Montenegro,2021-03-26,"Sinopharm/Beijing, Sputnik V",14739,13410,https://www.covidodgovor.me/,1329
Montenegro,2021-03-27,"Sinopharm/Beijing, Sputnik V",16451,14850,https://www.covidodgovor.me/,1601
Montenegro,2021-03-28,"Sinopharm/Beijing, Sputnik V",18661,16570,https://www.covidodgovor.me/,2091
Montenegro,2021-03-29,"Sinopharm/Beijing, Sputnik V",20140,17746,https://www.covidodgovor.me/,2394
Montenegro,2021-03-30,"Sinopharm/Beijing, Sputnik V",20373,17906,https://www.covidodgovor.me/,2467
Montenegro,2021-03-31,"Sinopharm/Beijing, Sputnik V",22391,19118,https://www.covidodgovor.me/,3273
Montenegro,2021-04-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",23046,19636,https://www.covidodgovor.me/,3410
Montenegro,2021-04-02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",25003,21195,https://www.covidodgovor.me/,3808
Montenegro,2021-04-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",26972,22947,https://www.covidodgovor.me/,4025
Montenegro,2021-04-04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",29710,25516,https://www.covidodgovor.me/,4194
Montenegro,2021-04-05,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",31631,27149,https://www.covidodgovor.me/,4482
Montenegro,2021-04-06,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",34335,29601,https://www.covidodgovor.me/,4734
Montenegro,2021-04-07,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",36857,31710,https://www.covidodgovor.me/,5147
Montenegro,2021-04-08,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",38541,33163,https://www.covidodgovor.me/,5378
Montenegro,2021-04-09,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",39812,34172,https://www.covidodgovor.me/,5640
Montenegro,2021-04-10,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",41372,35290,https://www.covidodgovor.me/,6082
Montenegro,2021-04-11,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",42450,35697,https://www.covidodgovor.me/,6753
Montenegro,2021-04-12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",42866,36113,https://www.covidodgovor.me/,6753
Montenegro,2021-04-13,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",44979,36432,https://www.covidodgovor.me/,8547
Montenegro,2021-04-14,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",46917,36690,https://www.covidodgovor.me/,10227
Montenegro,2021-04-15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",49293,37199,https://www.covidodgovor.me/,12094
Montenegro,2021-04-16,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",50809,37519,https://www.covidodgovor.me/,13290
Montenegro,2021-04-17,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",52390,37909,https://www.covidodgovor.me/,14481
Montenegro,2021-04-18,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",54626,38335,https://www.covidodgovor.me/,16291
Montenegro,2021-04-19,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",55497,38429,https://www.covidodgovor.me/,17068
Montenegro,2021-04-20,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",56423,38667,https://www.covidodgovor.me/,17756
Montenegro,2021-04-21,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",57462,38927,https://www.covidodgovor.me/,18535
Montenegro,2021-04-22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",58150,39123,https://www.covidodgovor.me/,19027
Montenegro,2021-04-23,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",58731,39281,https://www.covidodgovor.me/,19450
Montenegro,2021-04-24,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",59307,39426,https://www.covidodgovor.me/,19881
Montenegro,2021-04-25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",59911,39636,https://www.covidodgovor.me/,20275
Montenegro,2021-04-26,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",60044,39715,https://www.covidodgovor.me/,20329
Montenegro,2021-04-27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",60185,39775,https://www.covidodgovor.me/,20410
Montenegro,2021-04-28,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",60431,39965,https://www.covidodgovor.me/,20466
Montenegro,2021-04-29,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",60816,40092,https://www.covidodgovor.me/,20724
Montenegro,2021-04-30,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",61745,40156,https://www.covidodgovor.me/,21589
Montenegro,2021-05-01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",63064,40215,https://www.covidodgovor.me/,22849
Montenegro,2021-05-03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",63820,40282,https://www.covidodgovor.me/,23538
Montenegro,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",65517,40843,https://www.covidodgovor.me/,24674
Montenegro,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",85316,57571,https://www.covidodgovor.me/,27745
Montenegro,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",94291,65390,https://www.covidodgovor.me/,28901
Montenegro,2021-05-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",102853,72824,https://www.covidodgovor.me/,30029
Montenegro,2021-05-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",109507,78760,https://www.covidodgovor.me/,30747
Montenegro,2021-05-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",114570,83498,https://www.covidodgovor.me/,31072
Montenegro,2021-05-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",120795,88965,https://www.covidodgovor.me/,31830
Montenegro,2021-05-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",125646,93341,https://www.covidodgovor.me/,32305
Montenegro,2021-05-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",130545,97783,https://www.covidodgovor.me/,32762
Montenegro,2021-05-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",133626,100544,https://www.covidodgovor.me/,33082
Montenegro,2021-05-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",137259,103700,https://www.covidodgovor.me/,33559
Montenegro,2021-05-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",140148,106368,https://www.covidodgovor.me/,33780
Montenegro,2021-05-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",141808,107881,https://www.covidodgovor.me/,33927
Montenegro,2021-05-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",145316,110949,https://www.covidodgovor.me/,34367
Montenegro,2021-05-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",148255,113497,https://www.covidodgovor.me/,34758
Montenegro,2021-05-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",151522,116481,https://www.covidodgovor.me/,35041
Montenegro,2021-05-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",154048,118725,https://www.covidodgovor.me/,35323
Montenegro,2021-05-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",156779,121050,https://www.covidodgovor.me/,35729
Montenegro,2021-05-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",157592,121783,https://www.covidodgovor.me/,35809
Montenegro,2021-05-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",160077,123845,https://www.covidodgovor.me/,36232
Montenegro,2021-05-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",180839,127177,https://www.covidodgovor.me/,53662
Montenegro,2021-05-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",191178,129071,https://www.covidodgovor.me/,62107
Montenegro,2021-05-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",200228,130696,https://www.covidodgovor.me/,69532
Montenegro,2021-05-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",206544,131761,https://www.covidodgovor.me/,74783
Montenegro,2021-05-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",210720,132480,https://www.covidodgovor.me/,78240
Montenegro,2021-06-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",218306,133828,https://www.covidodgovor.me/,84478
Montenegro,2021-06-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",223627,135025,https://www.covidodgovor.me/,88602
Montenegro,2021-06-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",229803,136588,https://www.covidodgovor.me/,93215
Montenegro,2021-06-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",234278,138052,https://www.covidodgovor.me/,96226
Montenegro,2021-06-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",238874,139333,https://www.covidodgovor.me/,99541
Montenegro,2021-06-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",242070,140068,https://www.covidodgovor.me/,102002
Montenegro,2021-06-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",244138,140543,https://www.covidodgovor.me/,103595
Montenegro,2021-06-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",248522,141574,https://www.covidodgovor.me/,106948
Montenegro,2021-06-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",252253,142558,https://www.covidodgovor.me/,109695
Montenegro,2021-06-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",256046,143375,https://www.covidodgovor.me/,112671
Montenegro,2021-06-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",259428,144223,https://www.covidodgovor.me/,115205
Montenegro,2021-06-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",261294,144685,https://www.covidodgovor.me/,116609
Montenegro,2021-06-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",263433,145130,https://www.covidodgovor.me/,118303
Montenegro,2021-06-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",265964,145636,https://www.covidodgovor.me/,120328
Montenegro,2021-06-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",270237,146964,https://www.covidodgovor.me/,123273
Montenegro,2021-06-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",272636,147499,https://www.covidodgovor.me/,125137
