location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Kyrgyzstan,2021-03-28,Sinopharm/Beijing,https://24.kg/obschestvo/187924_pervyiy_poshel_ministr_zdravoohraneniya_poluchil_privivku_otCOVID-19/,0,0,0,
Kyrgyzstan,2021-04-06,Sinopharm/Beijing,http://med.kg/en/news/4278-dmmp-people-who-received-covid-19-vaccine-are-feeling-well-and-report-no-complaints.html,644,644,0,
Kyrgyzstan,2021-04-07,Sinopharm/Beijing,https://kloop.kg/blog/2021/04/07/kak-prohodit-vaktsinatsiya-v-kyrgyzstane-mozhno-li-uzhe-sejchas-poluchit-privivku-ot-covid-19-obyasnyaem/amp/,849,849,0,
Kyrgyzstan,2021-04-12,Sinopharm/Beijing,https://eurasianet.org/dashboard-vaccinating-eurasia-april,2100,2100,0,
Kyrgyzstan,2021-04-28,"Sinopharm/Beijing, Sputnik V",https://eurasianet.org/dashboard-vaccinating-eurasia-april,27858,27000,858,
Kyrgyzstan,2021-05-11,"Sinopharm/Beijing, Sputnik V",http://www.xinhuanet.com/english/asiapacific/2021-05/11/c_139938939.htm,43127,37117,6010,
Kyrgyzstan,2021-05-18,"Sinopharm/Beijing, Sputnik V","https://akipress.com/news:658330:Kyrgyzstan_vaccinates_over_54,100_against_COVID-19/",54101,,,
Kyrgyzstan,2021-06-09,"Sinopharm/Beijing, Sputnik V","https://akipress.com/news:659241:Kyrgyzstan_vaccinates_over_88,000_against_COVID-19/",135578,88178,47400,
Kyrgyzstan,2021-06-23,"Sinopharm/Beijing, Sputnik V","https://akipress.com/news:659779:Kyrgyzstan_vaccinates_99,900_against_COVID-19_so_far/",173700,99900,73800,
Kyrgyzstan,2021-07-27,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,505634,392788,112517,
Kyrgyzstan,2021-07-28,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,518118,403640,114178,
Kyrgyzstan,2021-07-29,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,539247,423415,115566,
Kyrgyzstan,2021-07-30,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,562528,445911,116380,
Kyrgyzstan,2021-07-31,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,570564,453881,116456,
Kyrgyzstan,2021-08-01,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,579490,461947,117311,
Kyrgyzstan,2021-08-02,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,600458,479994,120236,
Kyrgyzstan,2021-08-03,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,634930,502789,131906,
Kyrgyzstan,2021-08-04,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,645650,507740,137643,
Kyrgyzstan,2021-08-05,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,671769,521785,149564,
Kyrgyzstan,2021-08-06,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,696306,532904,162962,
Kyrgyzstan,2021-08-07,"Sinopharm/Beijing, Sputnik V",https://vc.emed.gov.kg/,709938,538640,170813,
